Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			RV		8100000932		1000000914		03.04.2015		03.04.2015	03.04.2015				51693596								70403000				MWS	A8	Output tax 23%	 23,000	-8,00	-6,50	-1,50	44270000
			RV		8100000933		1000000916		03.04.2015		03.04.2015	03.04.2015				51897968								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000933		1000000916		03.04.2015		03.04.2015	03.04.2015				51897968								70403000				MWS	A8	Output tax 23%	 23,000	-55,00	-50,93	-4,07	44270000
			RV		8100000934		1000000917		03.04.2015		03.04.2015	03.04.2015				52031099								70700000				MWS	A8	Output tax 23%	 23,000	-40,97	-33,31	-7,66	44270000
			RV		8100000934		1000000917		03.04.2015		03.04.2015	03.04.2015				52031099								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100000935		1000000918		03.04.2015		03.04.2015	03.04.2015				51609450								70700000				MWS	A8	Output tax 23%	 23,000	-56,49	-45,93	-10,56	44270000
			RV		8100000935		1000000918		03.04.2015		03.04.2015	03.04.2015				51609450								70700000				MWS	A8	Output tax 23%	 23,000	-99,09	-80,56	-18,53	44270000
			RV		8100000936		1000000919		03.04.2015		03.04.2015	03.04.2015				51859518								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000936		1000000919		03.04.2015		03.04.2015	03.04.2015				51859518								70403000				MWS	A8	Output tax 23%	 23,000	-49,00	-39,84	-9,16	44270000
			RV		8100000937		1000000920		03.04.2015		03.04.2015	03.04.2015				52301947								70700000				MWS	A8	Output tax 23%	 23,000	-34,00	-27,64	-6,36	44270000
			RV		8100000938		1000000921		03.04.2015		03.04.2015	03.04.2015				50328309								70700000				MWS	A8	Output tax 23%	 23,000	-248,90	-202,36	-46,54	44270000
			RV		8100000939		1000000922		03.04.2015		03.04.2015	03.04.2015				52301956								70700000				MWS	A8	Output tax 23%	 23,000	-44,59	-36,25	-8,34	44270000
			RV		8100000939		1000000922		03.04.2015		03.04.2015	03.04.2015				52301956								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000940		1000000923		03.04.2015		03.04.2015	03.04.2015				52008317								70700000				MWS	A8	Output tax 23%	 23,000	-268,90	-218,62	-50,28	44270000
			RV		8100000940		1000000923		03.04.2015		03.04.2015	03.04.2015				52008317								70700000				MWS	A8	Output tax 23%	 23,000	                  6,90	                  5,61	           1,29	44270000
			RV		8100000940		1000000923		03.04.2015		03.04.2015	03.04.2015				52008317								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000941		1000000924		03.04.2015		03.04.2015	03.04.2015				51401832								70700000				MWS	A8	Output tax 23%	 23,000	-12,90	-10,49	-2,41	44270000
			RV		8100000941		1000000924		03.04.2015		03.04.2015	03.04.2015				51401832								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100000942		1000000925		03.04.2015		03.04.2015	03.04.2015				52301993								70700000				MWS	A8	Output tax 23%	 23,000	-192,00	-156,10	-35,90	44270000
			RV		8100000942		1000000925		03.04.2015		03.04.2015	03.04.2015				52301993								70700000				MWS	A8	Output tax 23%	 23,000	                  9,00	                  7,32	           1,68	44270000
			RV		8100000943		1000000926		03.04.2015		03.04.2015	03.04.2015				52301994								70700000				MWS	A2	Output tax 8%	  8,000	-84,09	-77,86	-6,23	44270000
			RV		8100000943		1000000926		03.04.2015		03.04.2015	03.04.2015				52301994								70700000				MWS	A2	Output tax 8%	  8,000	                  5,09	                  4,71	           0,38	44270000
			RV		8100000943		1000000926		03.04.2015		03.04.2015	03.04.2015				52301994								70403000				MWS	A8	Output tax 23%	 23,000	-2,00	-1,63	-0,37	44270000
			RV		8100000944		1000000928		03.04.2015		03.04.2015	03.04.2015				52302001								70700000				MWS	A8	Output tax 23%	 23,000	-4,00	-3,25	-0,75	44270000
			RV		8100000944		1000000928		03.04.2015		03.04.2015	03.04.2015				52302001								70700000				MWS	A8	Output tax 23%	 23,000	-199,00	-161,79	-37,21	44270000
			RV		8100000945		1000000927		03.04.2015		03.04.2015	03.04.2015				52031895								70700000				MWS	A8	Output tax 23%	 23,000	-486,90	-395,85	-91,05	44270000
			RV		8100000945		1000000927		03.04.2015		03.04.2015	03.04.2015				52031895								70700000				MWS	A2	Output tax 8%	  8,000	-71,99	-66,66	-5,33	44270000
			RV		8100000945		1000000927		03.04.2015		03.04.2015	03.04.2015				52031895								70700000				MWS	A1	Output tax 5%	  5,000	-9,00	-8,57	-0,43	44270000
			RV		8100000945		1000000927		03.04.2015		03.04.2015	03.04.2015				52031895								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100000946		1000000930		03.04.2015		03.04.2015	03.04.2015				51507509								70700000				MWS	A8	Output tax 23%	 23,000	-331,01	-269,11	-61,90	44270000
			RV		8100000947		1000000929		03.04.2015		03.04.2015	03.04.2015				52302003								70700000				MWS	A8	Output tax 23%	 23,000	-74,00	-60,16	-13,84	44270000
			RV		8100000947		1000000929		03.04.2015		03.04.2015	03.04.2015				52302003								70700000				MWS	A8	Output tax 23%	 23,000	                  4,00	                  3,25	           0,75	44270000
			RV		8100000948		1000000931		03.04.2015		03.04.2015	03.04.2015				52302014								70700000				MWS	A2	Output tax 8%	  8,000	-157,00	-145,37	-11,63	44270000
			RV		8100000948		1000000931		03.04.2015		03.04.2015	03.04.2015				52302014								70403000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000949		1000000935		03.04.2015		03.04.2015	03.04.2015				52302032								70700000				MWS	A8	Output tax 23%	 23,000	-69,00	-56,10	-12,90	44270000
			RV		8100000949		1000000935		03.04.2015		03.04.2015	03.04.2015				52302032								70700000				MWS	A8	Output tax 23%	 23,000	-14,00	-11,38	-2,62	44270000
			RV		8100000950		1000000932		03.04.2015		03.04.2015	03.04.2015				52302017								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
			RV		8100000950		1000000932		03.04.2015		03.04.2015	03.04.2015				52302017								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000951		1000000934		03.04.2015		03.04.2015	03.04.2015				52302022								70700000				MWS	A8	Output tax 23%	 23,000	-5,00	-4,07	-0,93	44270000
			RV		8100000951		1000000934		03.04.2015		03.04.2015	03.04.2015				52302022								70700000				MWS	A8	Output tax 23%	 23,000	-215,00	-174,80	-40,20	44270000
			RV		8100000952		1000000933		03.04.2015		03.04.2015	03.04.2015				52302018								70700000				MWS	A8	Output tax 23%	 23,000	-323,99	-263,41	-60,58	44270000
			RV		8100000952		1000000933		03.04.2015		03.04.2015	03.04.2015				52302018								70700000				MWS	A8	Output tax 23%	 23,000	                 14,99	                 12,19	           2,80	44270000
			RV		8100000952		1000000933		03.04.2015		03.04.2015	03.04.2015				52302018								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000953		1000000936		03.04.2015		03.04.2015	03.04.2015				51785002								70700000				MWS	A8	Output tax 23%	 23,000	-450,00	-365,85	-84,15	44270000
			RV		8100000954		1000000938		03.04.2015		03.04.2015	03.04.2015				52301917								70700000				MWS	A8	Output tax 23%	 23,000	-158,90	-129,19	-29,71	44270000
			RV		8100000954		1000000938		03.04.2015		03.04.2015	03.04.2015				52301917								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000955		1000000937		03.04.2015		03.04.2015	03.04.2015				51811807								70700000				MWS	A8	Output tax 23%	 23,000	-635,00	-516,26	-118,74	44270000
			RV		8100000955		1000000937		03.04.2015		03.04.2015	03.04.2015				51811807								70700000				MWS	A8	Output tax 23%	 23,000	-525,00	-426,83	-98,17	44270000
			RV		8100000955		1000000937		03.04.2015		03.04.2015	03.04.2015				51811807								70700000				MWS	A8	Output tax 23%	 23,000	-313,99	-255,28	-58,71	44270000
			RV		8100000955		1000000937		03.04.2015		03.04.2015	03.04.2015				51811807								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000956		1000000939		03.04.2015		03.04.2015	03.04.2015				52301940								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000956		1000000939		03.04.2015		03.04.2015	03.04.2015				52301940								70700000				MWS	A8	Output tax 23%	 23,000	                  9,00	                  7,32	           1,68	44270000
			RV		8100000956		1000000939		03.04.2015		03.04.2015	03.04.2015				52301940								70700000				MWS	A8	Output tax 23%	 23,000	-192,00	-156,10	-35,90	44270000
			RV		8100000957		1000000940		03.04.2015		03.04.2015	03.04.2015				51563447								70700000				MWS	A8	Output tax 23%	 23,000	-64,88	-52,75	-12,13	44270000
			RV		8100000957		1000000940		03.04.2015		03.04.2015	03.04.2015				51563447								70700000				MWS	A8	Output tax 23%	 23,000	                  5,88	                  4,78	           1,10	44270000
			RV		8100000957		1000000940		03.04.2015		03.04.2015	03.04.2015				51563447								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000958		1000000942		03.04.2015		03.04.2015	03.04.2015				52031814								70700000				MWS	A8	Output tax 23%	 23,000	-130,90	-106,42	-24,48	44270000
			RV		8100000959		1000000943		03.04.2015		03.04.2015	03.04.2015				51710211								70700000				MWS	A8	Output tax 23%	 23,000	-349,00	-283,74	-65,26	44270000
			RV		8100000959		1000000943		03.04.2015		03.04.2015	03.04.2015				51710211								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000960		1000000941		03.04.2015		03.04.2015	03.04.2015				52301922								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100000960		1000000941		03.04.2015		03.04.2015	03.04.2015				52301922								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000961		1000000946		03.04.2015		03.04.2015	03.04.2015				52301918								70700000				MWS	A8	Output tax 23%	 23,000	-158,90	-129,19	-29,71	44270000
			RV		8100000961		1000000946		03.04.2015		03.04.2015	03.04.2015				52301918								70700000				MWS	A8	Output tax 23%	 23,000	-7,00	-5,69	-1,31	44270000
			RV		8100000962		1000000944		03.04.2015		03.04.2015	03.04.2015				52301936								70700000				MWS	A8	Output tax 23%	 23,000	-186,90	-151,95	-34,95	44270000
			RV		8100000962		1000000944		03.04.2015		03.04.2015	03.04.2015				52301936								70700000				MWS	A8	Output tax 23%	 23,000	-7,00	-5,69	-1,31	44270000
			RV		8100000963		1000000945		03.04.2015		03.04.2015	03.04.2015				52301920								70700000				MWS	A8	Output tax 23%	 23,000	-223,00	-181,30	-41,70	44270000
			RV		8100000963		1000000945		03.04.2015		03.04.2015	03.04.2015				52301920								70700000				MWS	A8	Output tax 23%	 23,000	-7,00	-5,69	-1,31	44270000
			RV		8100000964		1000000947		03.04.2015		03.04.2015	03.04.2015				51599147								70700000				MWS	A8	Output tax 23%	 23,000	-43,00	-34,96	-8,04	44270000
			RV		8100000965		1000000948		03.04.2015		03.04.2015	03.04.2015				52301914								70700000				MWS	A2	Output tax 8%	  8,000	-601,00	-556,48	-44,52	44270000
			RV		8100000966		1000000949		03.04.2015		03.04.2015	03.04.2015				50123390								70700000				MWS	A8	Output tax 23%	 23,000	-159,00	-129,27	-29,73	44270000
			RV		8100000966		1000000949		03.04.2015		03.04.2015	03.04.2015				50123390								70700000				MWS	A8	Output tax 23%	 23,000	-273,99	-222,76	-51,23	44270000
			RV		8100000967		1000000950		03.04.2015		03.04.2015	03.04.2015				51892172								70700000				MWS	A8	Output tax 23%	 23,000	-6,00	-4,88	-1,12	44270000
			RV		8100000968		1000000951		03.04.2015		03.04.2015	03.04.2015				52302291								70700000				MWS	A8	Output tax 23%	 23,000	-229,00	-186,18	-42,82	44270000
			RV		8100000969		1000000952		03.04.2015		03.04.2015	03.04.2015				51844077								70700000				MWS	A2	Output tax 8%	  8,000	-456,00	-422,22	-33,78	44270000
			RV		8100000969		1000000952		03.04.2015		03.04.2015	03.04.2015				51844077								70700000				MWS	A2	Output tax 8%	  8,000	                 24,00	                 22,22	           1,78	44270000
			RV		8100000970		1000000954		03.04.2015		03.04.2015	03.04.2015				52300123								70700000				MWS	A2	Output tax 8%	  8,000	-84,09	-77,86	-6,23	44270000
			RV		8100000970		1000000954		03.04.2015		03.04.2015	03.04.2015				52300123								70700000				MWS	A2	Output tax 8%	  8,000	                  5,09	                  4,71	           0,38	44270000
			RV		8100000971		1000000955		03.04.2015		03.04.2015	03.04.2015				51459458								70700000				MWS	A8	Output tax 23%	 23,000	-232,00	-188,62	-43,38	44270000
			RV		8100000971		1000000955		03.04.2015		03.04.2015	03.04.2015				51459458								70700000				MWS	A8	Output tax 23%	 23,000	                 11,01	                  8,95	           2,06	44270000
			RV		8100000972		1000000956		03.04.2015		03.04.2015	03.04.2015				52300124								70700000				MWS	A8	Output tax 23%	 23,000	-183,00	-148,78	-34,22	44270000
			RV		8100000972		1000000956		03.04.2015		03.04.2015	03.04.2015				52300124								70700000				MWS	A8	Output tax 23%	 23,000	                 13,00	                 10,57	           2,43	44270000
			RV		8100000972		1000000956		03.04.2015		03.04.2015	03.04.2015				52300124								70700000				MWS	A8	Output tax 23%	 23,000	-11,59	-9,42	-2,17	44270000
			RV		8100000973		1000000953		03.04.2015		03.04.2015	03.04.2015				51969796								70403000				MWS	A8	Output tax 23%	 23,000	-9,47	-7,70	-1,77	44270000
			RV		8100000973		1000000953		03.04.2015		03.04.2015	03.04.2015				51969796								70700000				MWS	A2	Output tax 8%	  8,000	                 19,99	                 18,51	           1,48	44270000
			RV		8100000973		1000000953		03.04.2015		03.04.2015	03.04.2015				51969796								70700000				MWS	A2	Output tax 8%	  8,000	-139,00	-128,70	-10,30	44270000
			RV		8100000974		1000000957		03.04.2015		03.04.2015	03.04.2015				52031527								70700000				MWS	A8	Output tax 23%	 23,000	-94,00	-76,42	-17,58	44270000
			RV		8100000975		1000000959		03.04.2015		03.04.2015	03.04.2015				52027813								70700000			8721210163	MWS	A8	Output tax 23%	 23,000	-405,00	-329,27	-75,73	44270000
			RV		8100000976		1000000958		03.04.2015		03.04.2015	03.04.2015				52032382								70700000				MWS	A8	Output tax 23%	 23,000	-14,99	-12,19	-2,80	44270000
			RV		8100000976		1000000958		03.04.2015		03.04.2015	03.04.2015				52032382								70700000				MWS	A8	Output tax 23%	 23,000	-11,59	-9,42	-2,17	44270000
			RV		8100000977		1000000960		03.04.2015		03.04.2015	03.04.2015				52027819								70700000			7931414612	MWS	A8	Output tax 23%	 23,000	-349,00	-283,74	-65,26	44270000
			RV		8100000978		1000000961		03.04.2015		03.04.2015	03.04.2015				51332600								70700000				MWS	A8	Output tax 23%	 23,000	-689,00	-560,16	-128,84	44270000
			RV		8100000979		1000000962		03.04.2015		03.04.2015	03.04.2015				52031584								70700000				MWS	A8	Output tax 23%	 23,000	-44,50	-36,18	-8,32	44270000
			RV		8100000979		1000000962		03.04.2015		03.04.2015	03.04.2015				52031584								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000980		1000000963		03.04.2015		03.04.2015	03.04.2015				52025082								70700000				MWS	A8	Output tax 23%	 23,000	-87,99	-71,54	-16,45	44270000
			RV		8100000981		1000000964		03.04.2015		03.04.2015	03.04.2015				52300099								70700000				MWS	A8	Output tax 23%	 23,000	-949,01	-771,55	-177,46	44270000
			RV		8100000982		1000000966		03.04.2015		03.04.2015	03.04.2015				51455754								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000982		1000000966		03.04.2015		03.04.2015	03.04.2015				51455754								70700000				MWS	A2	Output tax 8%	  8,000	-220,00	-203,70	-16,30	44270000
			RV		8100000983		1000000965		03.04.2015		03.04.2015	03.04.2015				50140102								70700000				MWS	A8	Output tax 23%	 23,000	-1.733,00	-1.408,94	-324,06	44270000
			RV		8100000984		1000000969		03.04.2015		03.04.2015	03.04.2015				52032819								70700000				MWS	A8	Output tax 23%	 23,000	-36,99	-30,07	-6,92	44270000
			RV		8100000984		1000000969		03.04.2015		03.04.2015	03.04.2015				52032819								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000985		1000000968		03.04.2015		03.04.2015	03.04.2015				52031371								70700000				MWS	A8	Output tax 23%	 23,000	-64,00	-52,03	-11,97	44270000
			RV		8100000985		1000000968		03.04.2015		03.04.2015	03.04.2015				52031371								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000986		1000000967		03.04.2015		03.04.2015	03.04.2015				50155262								70700000				MWS	A8	Output tax 23%	 23,000	-239,00	-194,31	-44,69	44270000
			RV		8100000986		1000000967		03.04.2015		03.04.2015	03.04.2015				50155262								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100000987		1000000970		03.04.2015		03.04.2015	03.04.2015				52033593								70700000				MWS	A8	Output tax 23%	 23,000	-93,00	-75,61	-17,39	44270000
			RV		8100000987		1000000970		03.04.2015		03.04.2015	03.04.2015				52033593								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000988		1000000971		03.04.2015		03.04.2015	03.04.2015				52027857								70700000			6783022178	MWS	A8	Output tax 23%	 23,000	-1.899,00	-1.543,90	-355,10	44270000
			RV		8100000989		1000000972		03.04.2015		03.04.2015	03.04.2015				52300092								70700000				MWS	A8	Output tax 23%	 23,000	-579,00	-470,73	-108,27	44270000
			RV		8100000990		1000000975		03.04.2015		03.04.2015	03.04.2015				52031607								70700000				MWS	A8	Output tax 23%	 23,000	-84,99	-69,10	-15,89	44270000
			RV		8100000990		1000000975		03.04.2015		03.04.2015	03.04.2015				52031607								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000991		1000000973		03.04.2015		03.04.2015	03.04.2015				50152844								70700000				MWS	A8	Output tax 23%	 23,000	-259,00	-210,57	-48,43	44270000
			RV		8100000992		1000000974		03.04.2015		03.04.2015	03.04.2015				51948665								70700000				MWS	A8	Output tax 23%	 23,000	-8,00	-6,50	-1,50	44270000
			RV		8100000992		1000000974		03.04.2015		03.04.2015	03.04.2015				51948665								70700000				MWS	A8	Output tax 23%	 23,000	-49,00	-39,84	-9,16	44270000
			RV		8100000993		1000000978		03.04.2015		03.04.2015	03.04.2015				51816823								70700000				MWS	A8	Output tax 23%	 23,000	-52,00	-42,28	-9,72	44270000
			RV		8100000993		1000000978		03.04.2015		03.04.2015	03.04.2015				51816823								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100000994		1000000981		03.04.2015		03.04.2015	03.04.2015				52002439								70700000				MWS	A8	Output tax 23%	 23,000	-529,00	-430,08	-98,92	44270000
			RV		8100000994		1000000981		03.04.2015		03.04.2015	03.04.2015				52002439								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000995		1000000980		03.04.2015		03.04.2015	03.04.2015				51989746								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
